taxonName	siteName	x_mm	y_mm	z_mm	mass_mg
Ctena bella	1st	8.87	7.93	1.84	53.62
Fragum fragum	1st	8.91	9.74	3.20	64.84
Fragum fragum	1st	8.02	8.96	3.02	55.17
Fragum fragum	1st	5.65	6.16	1.88	16.53
Fragum fragum	1st	8.79	9.65	3.23	71.05
Fragum fragum	1st	6.74	7.75	2.59	33.12
Fragum fragum	1st	4.63	5.01	1.60	11.96
Abranda jeanae	2nd	20.19	14.25	2.74	144.48
Abranda jeanae	2nd	17.54	12.18	2.58	149.31
Abranda jeanae	2nd	14.24	9.72	1.87	43.49
Abranda jeanae	2nd	7.94	5.27	1.08	6.51
Abranda jeanae	2nd	7.24	5.15	1.03	6.18
Scissulina dispar	2nd	20.00	13.66	3.06	172.54
Scissulina dispar	2nd	22.91	15.33	3.16	248.24
Scissulina dispar	2nd	21.89	14.18	2.78	194.03
Scissulina dispar	2nd	19.69	12.87	2.72	156.81
Scissulina dispar	2nd	18.53	11.77	2.54	113.66
Scissulina dispar	2nd	13.40	8.71	1.90	42.49
Scissulina dispar	2nd	19.97	13.69	2.84	166.15
Scissulina dispar	2nd	12.03	7.63	1.54	30.41
Scissulina dispar	2nd	13.50	8.56	1.59	41.32
Scissulina dispar	2nd	8.41	5.57	1.06	11.33
Scissulina dispar	2nd	17.73	11.60	2.22	96.91
Scissulina dispar	2nd	14.56	9.17	1.77	53.17
Scissulina dispar	2nd	19.79	12.55	2.50	132.95
Scissulina dispar	2nd	12.52	7.99	1.52	34.00
Scissulina dispar	2nd	14.18	9.19	1.76	46.11
Scissulina dispar	2nd	13.28	8.74	1.74	40.24
Scissulina dispar	2nd	16.08	10.46	1.99	80.78
Scissulina dispar	2nd	13.31	8.54	1.68	37.14
Scissulina dispar	2nd	13.18	8.39	1.76	47.48
Scissulina dispar	2nd	14.64	9.36	1.55	47.44
Scissulina dispar	2nd	8.89	5.54	1.07	10.25
Scissulina dispar	2nd	12.07	7.87	1.52	28.13
Scissulina dispar	2nd	14.64	9.46	1.96	58.65
Scissulina dispar	2nd	14.66	9.99	1.96	61.93
Scissulina dispar	2nd	10.73	6.85	1.36	20.33
Scissulina dispar	2nd	10.93	6.99	1.34	18.94
Scissulina dispar	2nd	13.59	9.03	1.71	43.26
Scissulina dispar	2nd	12.90	8.30	1.57	34.73
Scissulina dispar	2nd	11.76	7.44	1.50	29.44
Scissulina dispar	2nd	13.17	8.41	1.55	35.23
Scissulina dispar	2nd	13.15	8.46	1.56	37.03
Scissulina dispar	2nd	7.84	5.14	1.07	9.31
Scissulina dispar	2nd	8.12	4.92	1.05	9.38
Scissulina dispar	2nd	10.76	6.98	1.27	13.94
Scissulina dispar	2nd	9.72	6.17	1.19	14.80
Scissulina dispar	2nd	12.65	8.17	1.54	32.32
Scissulina dispar	2nd	8.08	5.36	1.06	7.91
Scissulina dispar	2nd	14.04	9.05	1.75	49.23
Scissulina dispar	2nd	16.71	10.88	2.32	90.10
Scissulina dispar	2nd	17.85	11.69	2.34	104.85
Scissulina dispar	2nd	21.91	14.15	2.97	233.62
Scissulina dispar	2nd	20.31	13.71	3.07	149.80
Scissulina dispar	2nd	16.62	10.84	2.27	129.66
Scissulina dispar	2nd	17.22	11.07	2.08	93.10
Scissulina dispar	2nd	18.77	12.67	2.46	129.26
Scissulina dispar	2nd	20.48	13.77	2.78	185.16
Scissulina dispar	2nd	16.53	10.74	1.96	74.12
Scissulina dispar	2nd	14.21	9.25	1.71	49.98
Scissulina dispar	2nd	10.61	6.79	1.24	16.01
Scissulina dispar	2nd	14.72	9.31	1.84	52.68
Scissulina dispar	2nd	15.97	10.44	2.10	78.55
Scissulina dispar	2nd	11.36	7.26	1.43	27.75
Scissulina dispar	2nd	18.39	12.11	2.41	118.49
Scissulina dispar	2nd	11.08	7.25	1.34	22.26
Scissulina dispar	2nd	13.49	8.62	1.72	42.09
Scissulina dispar	2nd	22.71	15.27	3.03	246.49
Scissulina dispar	2nd	14.61	9.29	1.80	56.14
Scissulina dispar	2nd	10.54	7.06	1.36	20.41
Scissulina dispar	2nd	14.21	9.01	1.72	46.49
Scissulina dispar	2nd	9.71	5.95	1.12	12.19
Scissulina dispar	2nd	14.68	9.72	1.95	55.56
Scissulina dispar	2nd	12.31	7.94	1.58	41.79
Scissulina dispar	2nd	15.14	9.66	1.78	56.15
Scissulina dispar	2nd	17.05	11.03	2.24	83.65
Scissulina dispar	2nd	17.72	11.89	2.21	100.24
Scissulina dispar	2nd	13.55	8.53	1.83	48.24
Scissulina dispar	2nd	12.13	7.59	1.61	31.19
Scissulina dispar	2nd	13.06	8.22	1.58	35.96
Scissulina dispar	2nd	11.66	7.55	1.45	27.80
Scissulina dispar	2nd	13.73	8.86	1.68	47.20
Scissulina dispar	2nd	12.41	8.33	1.55	31.06
Scissulina dispar	2nd	11.40	7.55	1.57	26.78
Scissulina dispar	2nd	9.68	6.02	1.25	14.46
Scissulina dispar	2nd	12.79	7.94	1.47	34.33
Scissulina dispar	2nd	9.28	6.10	1.16	14.24
Scissulina dispar	2nd	8.99	5.60	1.14	10.28
Scissulina dispar	2nd	13.31	8.67	1.69	37.34
Scissulina dispar	2nd	14.45	9.62	1.91	48.64
Scissulina dispar	2nd	9.25	5.54	1.10	10.30
Scissulina dispar	2nd	10.09	6.24	1.22	16.12
Scissulina dispar	2nd	10.38	6.57	1.38	17.55
Scissulina dispar	2nd	12.61	8.01	1.67	38.60
Scissulina dispar	2nd	13.39	8.41	1.73	39.15
Scissulina dispar	2nd	13.62	8.93	1.76	48.76
Scissulina dispar	2nd	11.83	7.78	1.61	29.73
Scissulina dispar	2nd	9.14	5.58	1.14	11.06
Scissulina dispar	2nd	8.15	4.92	1.06	10.82
Scissulina dispar	2nd	7.15	4.60	0.91	5.58
Scissulina dispar	2nd	7.51	4.51	0.98	7.51
Scissulina dispar	2nd	10.15	6.46	1.34	17.95
Scissulina dispar	2nd	10.96	7.11	1.52	20.41
Scissulina dispar	2nd	8.84	5.33	1.09	10.06
Scissulina dispar	2nd	12.30	8.02	1.66	27.82
Scissulina dispar	2nd	11.35	7.18	1.45	23.28
Ctena bella	1st	12.39	11.48	2.94	185.77
Ctena bella	1st	13.78	13.21	3.29	296.43
Ctena bella	1st	7.99	7.29	1.81	51.44
Ctena bella	1st	7.51	7.04	1.66	35.40
Ctena bella	1st	7.75	7.35	1.58	35.12
Ctena bella	1st	7.79	7.12	1.94	48.47
Fragum fragum	1st	6.14	6.75	2.36	22.40
Fragum fragum	1st	5.43	5.79	1.84	15.31
Fragum fragum	1st	7.43	8.29	2.75	45.90
Abranda jeanae	1st	6.77	4.73	0.89	3.82
Abranda jeanae	1st	10.38	7.24	1.42	17.28
Abranda jeanae	1st	13.49	9.69	2.00	38.02
Abranda jeanae	1st	17.34	12.54	2.46	94.51
Abranda jeanae	1st	18.70	14.52	2.77	147.94
Abranda jeanae	1st	13.89	9.53	1.82	43.48
Abranda jeanae	1st	16.09	11.39	2.28	78.24
Abranda jeanae	1st	13.92	11.24	2.03	52.27
Abranda jeanae	1st	16.19	12.28	2.03	59.66
Abranda jeanae	1st	14.98	11.13	2.19	61.11
Abranda jeanae	1st	16.90	11.87	2.47	89.84
Abranda jeanae	1st	16.55	11.65	2.50	110.71
Abranda jeanae	1st	16.79	13.08	2.38	78.58
Abranda jeanae	1st	12.40	8.58	1.65	26.60
Abranda jeanae	1st	9.54	6.66	1.23	11.24
Ctena bella	3rd	7.36	7.04	1.88	48.22
Ctena bella	3rd	5.58	5.24	1.19	18.23
Ctena bella	3rd	5.87	5.22	1.22	15.05
Fragum fragum	3rd	5.28	5.80	1.89	17.84
Fragum fragum	3rd	5.47	6.01	2.17	\N
Fragum fragum	3rd	7.59	8.11	2.50	40.16
Fragum fragum	3rd	5.92	6.56	2.29	22.44
Ctena bella	3rd	7.75	7.25	1.69	37.23
Ctena bella	3rd	6.36	5.65	1.35	20.56
Ctena bella	3rd	6.89	6.42	1.49	30.15
Ctena bella	3rd	9.04	8.28	2.03	71.63
Ctena bella	3rd	6.71	6.04	1.29	21.10
Ctena bella	3rd	7.61	6.82	1.64	37.93
Ctena bella	3rd	14.41	14.52	3.76	425.45
Ctena bella	2nd	11.19	10.50	2.90	135.20
Ctena bella	2nd	7.72	7.29	1.95	52.91
Fragum fragum	3rd	5.65	6.17	2.03	19.87
Fragum fragum	3rd	6.52	6.67	2.49	29.28
Fragum fragum	1st	6.22	7.28	2.72	30.88
Fragum fragum	1st	6.22	6.75	2.25	27.55
Ctena bella	3rd	12.65	11.41	2.86	172.12
Ctena bella	3rd	6.67	6.09	1.27	20.60
Ctena bella	3rd	9.61	8.62	2.31	93.41
Ctena bella	3rd	10.51	9.81	2.30	101.48
Ctena bella	3rd	8.18	8.00	1.99	65.53
Ctena bella	3rd	6.12	5.55	1.41	24.90
Ctena bella	3rd	6.49	5.91	1.45	24.60
Ctena bella	3rd	6.04	5.65	1.38	21.47
Fragum fragum	3rd	3.94	4.09	1.40	7.98
Ctena bella	3rd	14.02	13.52	3.38	316.38
Ctena bella	3rd	13.00	12.38	3.13	208.89
Ctena bella	3rd	12.05	11.40	2.91	188.68
Ctena bella	3rd	7.71	6.91	1.68	38.83
Ctena bella	3rd	7.25	6.30	1.51	26.34
Ctena bella	3rd	9.42	8.75	2.14	70.46
Ctena bella	3rd	6.32	5.86	1.56	29.54
Ctena bella	3rd	6.88	6.25	1.48	27.98
Fragum fragum	3rd	5.15	5.81	1.81	14.36
Fragum fragum	3rd	5.86	6.35	2.01	18.69
Fragum fragum	3rd	6.32	7.26	2.26	29.50
Fragum fragum	3rd	6.01	6.70	2.33	27.23
Fragum fragum	3rd	5.56	6.10	1.95	20.04
Fragum fragum	3rd	5.31	5.84	2.02	20.20
Ctena bella	3rd	9.88	9.03	2.06	73.93
Ctena bella	3rd	8.09	7.05	1.67	33.25
Ctena bella	3rd	9.30	8.59	2.00	70.95
Ctena bella	3rd	6.70	6.05	1.42	26.09
Ctena bella	3rd	6.55	5.93	1.30	17.39
Fragum fragum	3rd	10.79	11.69	4.11	113.88
Fragum fragum	3rd	10.71	11.18	3.69	101.61
Fragum fragum	3rd	8.84	9.40	3.22	69.02
Fragum fragum	3rd	6.21	7.02	2.29	33.08
Fragum fragum	3rd	5.43	5.90	2.12	18.02
Fragum fragum	3rd	4.66	5.16	1.70	10.26
Fragum fragum	3rd	5.91	6.35	2.10	19.15
Fragum fragum	2nd	9.14	10.48	3.64	75.09
Fragum fragum	2nd	4.95	5.39	1.84	15.42
Fragum fragum	2nd	5.52	6.26	2.11	18.97
Fragum fragum	2nd	12.19	13.66	4.45	158.44
Fragum fragum	2nd	7.67	8.57	2.86	44.66
Fragum fragum	2nd	5.64	6.19	1.90	17.70
Fragum fragum	2nd	5.32	5.77	1.93	19.02
Fragum fragum	2nd	5.38	5.84	1.91	16.62
Fragum fragum	2nd	5.69	6.43	2.25	19.91
Fragum fragum	3rd	15.20	17.87	5.73	421.06
Fragum fragum	3rd	7.97	8.36	2.85	49.73
Fragum fragum	3rd	6.85	8.01	2.62	36.23
Fragum fragum	1st	6.22	6.77	2.25	26.30
Fragum fragum	1st	7.13	7.94	2.60	40.09
Fragum fragum	2nd	4.97	5.63	1.89	16.48
Fragum fragum	3rd	14.93	16.64	5.98	324.68
Fragum fragum	3rd	6.67	7.28	2.57	30.50
Fragum fragum	3rd	5.15	5.62	2.15	20.12
Fragum fragum	3rd	6.41	7.51	2.38	26.30
Fragum fragum	3rd	10.87	12.01	4.16	125.47
Fragum fragum	3rd	6.69	7.32	2.56	28.47
Fragum fragum	3rd	6.71	7.29	2.41	28.31
Fragum fragum	3rd	8.73	9.82	3.31	58.06
Fragum fragum	3rd	7.89	9.25	3.18	55.92
Fragum fragum	3rd	6.21	6.88	2.24	27.46
Fragum fragum	3rd	5.12	5.61	1.84	14.33
Fragum fragum	2nd	8.44	9.17	2.88	58.35
Fragum fragum	2nd	6.56	7.13	2.43	30.71
Fragum fragum	2nd	5.59	5.99	1.98	17.80
Fragum fragum	2nd	5.96	6.77	2.47	25.46
Fragum fragum	2nd	6.40	7.08	2.33	26.58
Fragum fragum	3rd	9.47	10.92	3.67	76.24
Fragum fragum	3rd	6.99	7.80	2.54	36.60
Fragum fragum	3rd	5.49	6.14	2.05	18.02
Fragum fragum	3rd	5.53	6.46	2.26	24.32
Fragum fragum	3rd	6.67	7.08	2.31	26.35
Fragum fragum	3rd	5.60	6.40	2.00	19.79
Pinguitellina robusta	2nd	11.03	9.37	2.96	89.11
Pinguitellina robusta	2nd	11.02	9.58	2.72	82.79
Pinguitellina robusta	2nd	11.37	10.80	3.17	172.37
Pinguitellina robusta	2nd	8.23	6.53	3.38	57.16
Pinguitellina robusta	2nd	9.47	8.11	4.24	99.61
Pinguitellina robusta	2nd	7.24	5.78	1.95	42.07
Pinguitellina robusta	2nd	11.09	9.05	2.90	86.30
Pinguitellina robusta	2nd	11.12	8.94	2.68	80.76
Pinguitellina robusta	2nd	8.50	7.47	2.52	65.28
Pinguitellina robusta	2nd	6.64	4.67	1.99	23.18
Abranda jeanae	2nd	13.82	9.87	2.49	93.82
Abranda jeanae	2nd	10.84	7.40	1.75	30.49
Abranda jeanae	2nd	6.13	4.41	1.46	6.48
Abranda jeanae	2nd	5.83	3.99	1.22	4.33
Exotica virgulata	2nd	5.58	3.19	1.54	4.33
Exotica virgulata	2nd	8.72	5.53	1.49	15.26
Exotica virgulata	2nd	6.54	4.02	1.54	6.85
Exotica virgulata	2nd	4.84	2.83	1.25	2.88
Pinguitellina robusta	2nd	6.96	4.99	2.32	37.06
Pinguitellina robusta	2nd	5.15	3.99	1.17	10.81
Pinguitellina robusta	2nd	4.99	3.63	1.26	10.41
Abranda jeanae	2nd	15.39	10.15	2.26	139.05
Abranda jeanae	2nd	9.53	6.55	1.77	22.08
Abranda jeanae	2nd	8.81	5.68	1.40	15.52
Exotica virgulata	2nd	6.51	3.31	1.40	6.09
Ambuscintilla praemium	2nd	5.35	3.66	2.27	3.13
Abranda jeanae	2nd	19.33	13.35	2.81	286.93
Abranda jeanae	2nd	22.34	16.09	3.90	544.47
Abranda jeanae	2nd	22.27	16.23	2.94	453.20
Abranda jeanae	2nd	15.40	9.97	1.86	106.10
Abranda jeanae	2nd	16.81	11.76	2.34	162.20
Abranda jeanae	2nd	15.18	10.56	2.21	63.25
Abranda jeanae	2nd	16.00	11.19	2.22	125.04
Abranda jeanae	2nd	14.40	9.93	1.68	88.29
Abranda jeanae	2nd	15.51	10.49	2.25	121.09
Abranda jeanae	2nd	12.63	8.08	1.60	54.86
Abranda jeanae	2nd	13.72	9.53	1.71	69.83
Pinguitellina robusta	2nd	9.46	7.35	1.46	79.02
Pinguitellina robusta	2nd	11.62	9.40	2.69	162.80
Pinguitellina robusta	2nd	9.04	7.24	3.69	81.97
Pinguitellina robusta	2nd	7.22	5.45	2.54	26.20
Pinguitellina robusta	2nd	6.57	5.60	1.27	29.10
Fragum fragum	2nd	16.74	18.78	6.54	1200.54
Abranda jeanae	2nd	17.45	11.68	2.30	175.36
Abranda jeanae	2nd	17.16	11.88	2.75	168.55
Abranda jeanae	2nd	16.54	11.57	2.41	152.04
Abranda jeanae	2nd	17.18	11.80	2.65	208.26
Abranda jeanae	2nd	15.31	10.81	4.34	129.87
Abranda jeanae	2nd	16.43	11.43	2.25	199.88
Abranda jeanae	2nd	16.52	11.08	2.23	156.15
Pinguitellina robusta	2nd	8.54	6.78	1.78	82.63
Pinguitellina robusta	2nd	8.40	6.80	1.82	61.87
Pinguitellina robusta	2nd	7.48	6.11	1.45	50.41
Pinguitellina robusta	2nd	7.34	5.32	2.37	43.68
Pinguitellina robusta	2nd	7.70	6.55	1.83	56.58
Pinguitellina robusta	2nd	10.22	8.43	4.48	104.33
Pinguitellina robusta	2nd	7.61	5.90	3.05	49.00
Exotica clathrata	2nd	12.46	6.90	1.55	54.07
Abranda jeanae	2nd	22.97	15.97	3.36	473.98
Abranda jeanae	2nd	19.90	14.27	2.86	342.54
Abranda jeanae	2nd	19.12	13.36	2.37	341.93
Abranda jeanae	2nd	15.19	10.54	2.08	107.22
Abranda jeanae	2nd	16.36	11.40	2.36	164.17
Abranda jeanae	2nd	13.67	9.43	1.67	77.81
Abranda jeanae	2nd	15.36	10.54	2.07	151.49
Abranda jeanae	2nd	15.31	10.37	2.16	132.10
Abranda jeanae	2nd	13.53	9.60	1.84	86.40
Pinguitellina robusta	2nd	9.91	8.35	4.11	90.34
Pinguitellina robusta	2nd	9.39	7.95	3.24	90.68
Pinguitellina robusta	2nd	8.28	6.45	1.97	73.27
Pinguitellina robusta	2nd	9.13	7.39	1.91	82.08
Pinguitellina robusta	2nd	7.62	5.97	1.57	41.48
Pinguitellina robusta	2nd	5.86	4.55	1.38	28.89
Pinguitellina robusta	2nd	6.65	4.81	1.48	30.14
Pinguitellina robusta	2nd	6.66	5.75	1.53	41.04
Exotica clathrata	2nd	10.53	5.95	1.23	29.88
Pinguitellina robusta	2nd	7.18	5.99	3.20	43.02
Abranda jeanae	2nd	21.48	14.60	3.38	449.11
Abranda jeanae	2nd	16.20	11.09	2.26	172.87
Abranda jeanae	2nd	16.39	11.37	2.33	154.93
Abranda jeanae	2nd	16.17	11.15	2.18	178.32
Abranda jeanae	2nd	9.95	6.84	1.07	24.91
Pinguitellina robusta	2nd	8.34	7.09	1.70	66.91
Pinguitellina robusta	2nd	8.74	6.80	1.52	71.99
Pinguitellina robusta	2nd	8.59	6.67	1.96	67.11
Pinguitellina robusta	2nd	8.83	7.09	1.81	70.50
Pinguitellina robusta	2nd	8.32	6.63	1.67	54.01
Pinguitellina robusta	2nd	11.44	9.44	2.63	167.37
Pinguitellina robusta	2nd	8.76	7.03	2.11	66.25
Pinguitellina robusta	2nd	8.49	6.95	1.75	60.81
Pinguitellina robusta	2nd	7.42	5.76	1.66	47.74
Pinguitellina robusta	2nd	7.91	5.94	1.60	60.53
Pinguitellina robusta	2nd	7.52	6.15	1.72	25.88
Pinguitellina robusta	2nd	8.40	6.98	2.05	66.86
Pinguitellina robusta	2nd	6.99	5.37	1.40	32.75
Pinguitellina robusta	2nd	6.72	5.20	2.63	29.84
Pinguitellina robusta	2nd	9.10	7.34	2.07	81.07
Exotica virgulata	2nd	10.64	6.20	1.81	34.72
Exotica virgulata	2nd	9.58	5.12	1.14	21.88
Exotica virgulata	2nd	11.69	6.50	2.16	51.65
Exotica virgulata	2nd	8.53	4.85	1.75	15.44
Abranda jeanae	2nd	7.93	6.05	1.44	14.97
Exotica virgulata	2nd	14.59	8.09	1.88	109.10
Exotica virgulata	2nd	16.87	9.37	2.11	177.91
Abranda jeanae	2nd	26.67	18.59	3.93	927.16
Abranda jeanae	2nd	10.00	6.59	1.42	29.84
Pinguitellina robusta	2nd	9.04	7.58	2.41	101.84
Pinguitellina robusta	2nd	13.03	11.38	3.70	286.60
Pinguitellina robusta	2nd	9.51	7.68	2.42	109.91
Exotica virgulata	2nd	14.45	7.85	1.79	101.93
Exotica virgulata	2nd	13.94	7.82	1.80	97.24
Exotica virgulata	2nd	12.15	6.90	1.57	61.01
Exotica virgulata	2nd	13.85	7.16	1.68	83.36
Exotica virgulata	2nd	12.49	6.96	1.61	61.98
Exotica virgulata	2nd	12.29	6.85	1.57	66.87
Exotica virgulata	2nd	12.96	7.44	1.54	64.80
Exotica virgulata	2nd	12.52	6.83	1.60	64.08
Exotica virgulata	2nd	9.45	5.75	1.31	20.98
Exotica virgulata	2nd	10.82	5.98	1.32	34.73
Exotica virgulata	2nd	9.27	5.77	1.26	21.72
Abranda jeanae	2nd	10.14	6.43	1.26	30.92
Abranda jeanae	2nd	9.20	5.79	1.06	22.59
Pinguitellina robusta	2nd	6.64	5.25	1.64	38.57
Pinguitellina robusta	2nd	10.51	8.30	2.59	141.28
Pinguitellina robusta	2nd	11.34	9.80	2.57	178.95
Pinguitellina robusta	2nd	12.49	10.47	3.04	234.47
Pinguitellina robusta	2nd	9.19	6.78	1.92	68.15
Pinguitellina robusta	2nd	8.48	7.13	2.28	58.97
Pinguitellina robusta	2nd	8.27	7.24	2.11	70.24
Pinguitellina robusta	2nd	9.16	7.69	2.54	87.89
Pinguitellina robusta	2nd	6.35	5.21	1.34	26.03
Pinguitellina robusta	2nd	6.90	5.31	1.47	34.59
Pinguitellina robusta	2nd	8.31	6.57	1.68	52.52
Pinguitellina robusta	2nd	7.19	5.44	1.51	34.73
Pinguitellina robusta	2nd	6.00	4.83	1.22	22.14
Pinguitellina robusta	2nd	6.95	5.20	1.48	29.34
Pinguitellina robusta	2nd	6.18	5.13	1.43	24.59
Pinguitellina robusta	2nd	5.94	4.36	1.18	21.03
Pinguitellina robusta	2nd	8.33	6.78	1.77	29.49
Abranda jeanae	2nd	16.59	11.17	2.37	144.26
Abranda jeanae	2nd	12.70	8.74	1.81	55.66
Exotica virgulata	2nd	11.25	6.03	1.57	54.54
Pinguitellina robusta	2nd	11.57	9.53	2.85	189.70
Pinguitellina robusta	2nd	10.98	8.63	2.40	132.58
Pinguitellina robusta	2nd	9.12	6.78	1.69	88.38
Pinguitellina robusta	2nd	9.14	7.57	2.21	85.65
Pinguitellina robusta	2nd	8.57	6.64	2.20	78.89
Pinguitellina robusta	2nd	8.16	6.29	1.92	79.51
Pinguitellina robusta	2nd	7.61	5.88	1.58	55.91
Pinguitellina robusta	2nd	7.75	6.14	2.13	57.83
Pinguitellina robusta	2nd	7.14	6.32	1.52	57.18
Exotica virgulata	2nd	12.87	6.99	1.70	76.99
Exotica virgulata	2nd	12.24	7.00	1.44	64.29
Exotica virgulata	2nd	12.77	6.87	1.61	66.28
Exotica virgulata	2nd	11.99	6.84	1.58	58.19
Exotica virgulata	2nd	10.36	5.50	1.37	35.65
Exotica virgulata	2nd	8.90	4.85	1.05	14.91
Exotica virgulata	2nd	8.17	5.07	1.07	12.86
Exotica virgulata	2nd	8.20	5.20	0.95	13.97
Exotica virgulata	2nd	11.37	6.24	1.42	53.82
Exotica virgulata	2nd	13.36	7.35	1.81	85.93
Exotica virgulata	2nd	13.25	7.26	1.78	98.91
Exotica virgulata	2nd	12.94	6.83	1.73	75.39
Exotica virgulata	2nd	13.58	7.37	1.70	66.97
Exotica virgulata	2nd	12.23	6.28	1.52	58.58
Exotica virgulata	2nd	9.47	5.43	1.26	21.83
Scissulina dispar	2nd	9.03	5.66	0.94	21.43
Scissulina dispar	2nd	9.52	6.16	1.03	25.64
Scissulina dispar	2nd	9.43	5.77	1.16	20.93
Scissulina dispar	2nd	9.50	6.12	1.31	22.70
Scissulina dispar	2nd	8.68	5.20	0.96	16.06
Exotica virgulata	2nd	7.76	4.56	0.90	10.06
Exotica virgulata	2nd	8.71	4.78	1.04	16.16
Pinguitellina robusta	2nd	12.68	10.79	3.14	253.56
Pinguitellina robusta	2nd	12.50	10.28	3.15	221.66
Pinguitellina robusta	2nd	8.98	7.22	2.07	100.43
Pinguitellina robusta	2nd	8.37	6.16	2.14	80.91
Pinguitellina robusta	2nd	8.06	6.36	1.65	58.78
Pinguitellina robusta	2nd	6.50	4.90	1.59	34.59
Pinguitellina robusta	2nd	6.93	5.36	1.45	48.90
Tellina gargadia	2nd	8.22	5.20	2.82	62.36
Tellina gargadia	2nd	6.75	4.15	1.75	11.79
Abranda jeanae	2nd	16.89	11.73	2.63	161.47
Abranda jeanae	2nd	15.01	10.24	2.24	107.60
Abranda jeanae	2nd	12.93	8.98	1.87	62.93
Scissulina dispar	2nd	9.86	6.62	1.36	28.56
Scissulina dispar	2nd	10.70	7.34	1.40	28.23
Scissulina dispar	2nd	7.84	5.18	1.38	12.48
Scissulina dispar	2nd	8.34	5.75	1.41	15.25
Scissulina dispar	2nd	5.51	3.52	0.66	3.85
Pinguitellina robusta	2nd	8.33	6.52	1.84	53.27
Pinguitellina robusta	2nd	6.73	5.48	1.59	34.67
Pinguitellina robusta	2nd	5.76	4.73	1.15	18.91
Pinguitellina robusta	2nd	4.23	3.28	0.89	6.46
Cavatidens omissa	2nd	5.89	5.32	3.18	18.03
Exotica virgulata	2nd	5.80	3.47	0.93	2.94
Abranda jeanae	2nd	22.32	16.30	3.22	571.40
Pinguitellina robusta	2nd	9.75	7.77	2.40	101.86
Pinguitellina robusta	2nd	8.97	6.95	2.32	95.74
Pinguitellina robusta	2nd	9.98	7.77	2.34	114.37
Pinguitellina robusta	2nd	8.17	6.51	2.19	66.57
Scissulina dispar	2nd	11.57	7.29	1.51	45.67
Scissulina dispar	2nd	12.92	8.08	1.58	59.77
Scissulina dispar	2nd	10.86	7.02	1.55	41.47
Scissulina dispar	2nd	8.36	5.40	1.03	17.39
Scissulina dispar	2nd	10.30	6.45	1.76	35.31
Scissulina dispar	2nd	7.49	4.66	0.91	10.97
Scissulina dispar	2nd	8.14	5.08	0.89	13.89
Exotica virgulata	2nd	17.34	9.03	2.10	194.82
Exotica virgulata	2nd	12.15	6.79	1.57	71.80
Exotica virgulata	2nd	12.59	6.70	1.63	79.93
Exotica clathrata	2nd	11.54	6.30	1.42	57.67
Exotica clathrata	2nd	12.61	6.84	1.78	66.58
Exotica clathrata	2nd	12.17	6.75	1.56	60.47
Exotica clathrata	2nd	13.68	7.42	1.82	103.09
Exotica clathrata	2nd	12.82	6.48	1.65	73.36
Exotica clathrata	2nd	11.71	6.30	1.58	68.55
Exotica clathrata	2nd	9.38	4.95	1.11	18.08
Exotica clathrata	2nd	7.62	4.31	1.14	9.31
Pinguitellina robusta	3rd	9.42	7.78	3.93	82.48
Abranda jeanae	3rd	17.81	11.97	2.48	181.09
Abranda jeanae	3rd	22.41	15.96	3.18	435.61
Pinguitellina robusta	3rd	7.90	5.78	1.55	48.28
Abranda jeanae	3rd	16.47	11.14	2.44	158.25
Pinguitellina robusta	3rd	10.58	9.16	2.63	133.84
Pinguitellina robusta	3rd	7.17	4.97	1.61	31.01
Pinguitellina robusta	3rd	8.31	6.69	2.10	52.07
Pinguitellina robusta	3rd	6.88	5.71	1.58	32.91
Exotica clathrata	3rd	10.07	5.21	1.18	25.15
Exotica clathrata	3rd	11.31	6.11	1.47	35.78
Exotica clathrata	3rd	9.22	5.46	1.07	16.72
Exotica clathrata	3rd	9.09	4.78	1.06	14.94
Abranda jeanae	3rd	16.34	10.84	2.14	127.97
Abranda jeanae	3rd	17.46	12.26	2.53	196.90
Pinguitellina robusta	3rd	7.49	5.89	1.62	47.10
Scissulina dispar	3rd	9.46	6.53	1.53	19.88
Scissulina dispar	3rd	5.34	3.60	0.72	4.25
Exotica clathrata	3rd	5.16	2.91	0.68	2.87
Fragum fragum	3rd	18.36	21.21	7.96	1539.22
Abranda jeanae	3rd	21.54	14.22	3.19	343.09
Abranda jeanae	3rd	18.49	12.39	2.42	193.75
Abranda jeanae	3rd	18.20	12.10	2.63	200.45
Exotica virgulata	3rd	20.16	12.21	2.03	194.71
Scissulina dispar	3rd	8.00	5.04	1.24	12.97
Pinguitellina robusta	3rd	9.12	7.41	2.15	77.64
Exotica clathrata	3rd	11.73	6.45	1.47	42.46
Exotica clathrata	3rd	10.16	5.58	1.26	27.94
Abranda jeanae	3rd	17.93	12.70	2.63	215.20
Abranda jeanae	3rd	9.36	6.48	1.20	20.44
Exotica virgulata	3rd	15.84	9.33	1.81	90.16
Abranda jeanae	3rd	21.64	14.67	2.92	371.68
Pinguitellina robusta	3rd	11.77	9.42	3.19	194.48
Pinguitellina robusta	3rd	9.76	7.64	2.36	96.93
Exotica clathrata	3rd	7.27	3.93	1.04	8.23
Abranda jeanae	3rd	20.24	14.91	3.11	506.65
Exotica clathrata	3rd	13.39	6.85	1.76	89.04
Exotica clathrata	3rd	11.66	6.35	1.48	40.55
Exotica clathrata	3rd	10.07	5.48	1.27	27.15
